source_file,n_servers,n_vms,require_all_on,classic_objective,classic_status,classic_time_s,quantum_objective,quantum_status,quantum_time_s,speedup_x,best_solver,n_classic_residuals,n_quantum_residuals
q_20260325_140235_results.json,1,1,True,10.889675,INFEASIBLE,0.073,10.889675,INFEASIBLE,1.51,0.048,classical,1,1
q_20260325_140302_results.json,2,1,True,21.779229,INFEASIBLE,0.139,21.779229,INFEASIBLE,1.619,0.086,classical,1,1
q_20260325_140335_results.json,3,1,True,32.668803,INFEASIBLE,0.224,32.668803,INFEASIBLE,2.399,0.093,classical,1,1
q_20260325_140415_results.json,4,1,True,42.566822,INFEASIBLE,0.327,42.566822,INFEASIBLE,3.383,0.097,classical,1,1
q_20260325_140534_results.json,5,1,True,52.4705,INFEASIBLE,0.402,52.4705,INFEASIBLE,8.433,0.048,classical,1,1
q_20260325_140703_results.json,6,1,True,62.36817,INFEASIBLE,0.502,62.36817,INFEASIBLE,20.551,0.024,classical,1,1
q_20260325_142141_results.json,1,1,True,11.000022,SUCCESS,0.084,11.000022,SUCCESS,1.316,0.064,classical,1,1
q_20260325_142208_results.json,2,1,True,22.00001,SUCCESS,0.144,22.00001,SUCCESS,1.571,0.092,classical,1,1
q_20260325_142242_results.json,3,1,True,32.999992,INFEASIBLE,0.202,32.999992,INFEASIBLE,1.983,0.102,classical,1,1
q_20260325_142337_results.json,4,1,True,42.999972,INFEASIBLE,0.299,42.999972,INFEASIBLE,3.943,0.076,classical,1,1
q_20260325_142545_results.json,5,1,True,53.0,INFEASIBLE,0.405,53.0,INFEASIBLE,6.785,0.06,classical,1,1
q_20260325_142725_results.json,6,1,True,63.000012,INFEASIBLE,0.536,63.000012,INFEASIBLE,20.487,0.026,classical,1,1
q_20260325_143558_results.json,1,1,True,11.000022,SUCCESS,0.09,11.000022,SUCCESS,1.259,0.072,classical,1,1
q_20260325_143627_results.json,2,1,True,22.00001,SUCCESS,0.167,22.00001,SUCCESS,1.46,0.114,classical,1,1
q_20260325_143703_results.json,3,1,True,32.999992,INFEASIBLE,0.207,32.999992,INFEASIBLE,2.138,0.097,classical,1,1
q_20260325_143757_results.json,4,1,True,42.999972,INFEASIBLE,0.314,42.999972,INFEASIBLE,3.6,0.087,classical,1,1
q_20260325_143959_results.json,5,1,True,53.0,INFEASIBLE,0.361,53.0,INFEASIBLE,7.097,0.051,classical,1,1
q_20260325_144148_results.json,6,1,True,63.000012,INFEASIBLE,0.541,63.000012,INFEASIBLE,27.326,0.02,classical,1,1
q_20260325_140240_results.json,1,2,True,10.889782,INFEASIBLE,0.133,10.889782,INFEASIBLE,1.259,0.105,classical,1,1
q_20260325_140307_results.json,2,2,True,21.779492,INFEASIBLE,0.251,21.779492,INFEASIBLE,1.57,0.16,classical,1,1
q_20260325_140340_results.json,3,2,True,32.669162,INFEASIBLE,0.396,32.669162,INFEASIBLE,2.329,0.17,classical,1,1
q_20260325_140423_results.json,4,2,True,42.569106,INFEASIBLE,0.544,42.569106,INFEASIBLE,3.974,0.137,classical,1,1
q_20260325_140545_results.json,5,2,True,52.462122,INFEASIBLE,0.833,52.462122,INFEASIBLE,6.631,0.126,classical,1,1
q_20260325_140727_results.json,6,2,True,62.367967,INFEASIBLE,1.184,62.367967,INFEASIBLE,19.879,0.06,classical,1,1
q_20260325_142145_results.json,1,2,True,11.000027,SUCCESS,0.146,11.000027,SUCCESS,1.154,0.127,classical,1,1
q_20260325_142212_results.json,2,2,True,22.00004,SUCCESS,0.218,22.00004,SUCCESS,1.69,0.129,classical,1,1
q_20260325_142253_results.json,3,2,True,33.000027,INFEASIBLE,1.364,33.000027,INFEASIBLE,7.529,0.181,classical,3,3
q_20260325_142350_results.json,4,2,True,42.999977,INFEASIBLE,1.167,42.999977,INFEASIBLE,8.535,0.137,classical,2,2
q_20260325_142556_results.json,5,2,True,53.0,INFEASIBLE,0.81,53.0,INFEASIBLE,6.944,0.117,classical,1,1
q_20260325_142753_results.json,6,2,True,63.000037,INFEASIBLE,1.237,63.000037,INFEASIBLE,23.347,0.053,classical,1,1
q_20260325_143602_results.json,1,2,True,11.000027,SUCCESS,0.123,11.000027,SUCCESS,1.29,0.095,classical,1,1
q_20260325_143632_results.json,2,2,True,22.00004,SUCCESS,0.254,22.00004,SUCCESS,1.754,0.145,classical,1,1
q_20260325_143715_results.json,3,2,True,33.000027,INFEASIBLE,1.39,33.000027,INFEASIBLE,8.056,0.172,classical,3,3
q_20260325_143809_results.json,4,2,True,42.999977,INFEASIBLE,1.142,42.999977,INFEASIBLE,7.521,0.152,classical,2,2
q_20260325_144010_results.json,5,2,True,53.0,INFEASIBLE,0.795,53.0,INFEASIBLE,6.573,0.121,classical,1,1
q_20260325_144213_results.json,6,2,True,63.000037,INFEASIBLE,1.235,63.000037,INFEASIBLE,20.684,0.06,classical,1,1
q_20260325_140245_results.json,1,3,True,10.889855,INFEASIBLE,0.267,10.889855,INFEASIBLE,1.296,0.206,classical,1,1
q_20260325_140312_results.json,2,3,True,21.779332,INFEASIBLE,0.432,21.779332,INFEASIBLE,1.793,0.241,classical,1,1
q_20260325_140346_results.json,3,3,True,32.669694,INFEASIBLE,0.656,32.669694,INFEASIBLE,2.597,0.252,classical,1,1
q_20260325_140436_results.json,4,3,True,42.569777,INFEASIBLE,1.702,42.569777,INFEASIBLE,8.253,0.206,classical,2,2
q_20260325_140557_results.json,5,3,True,52.469139,INFEASIBLE,0.949,52.469139,INFEASIBLE,7.255,0.131,classical,1,1
q_20260325_140754_results.json,6,3,True,62.367219,INFEASIBLE,1.684,62.367219,INFEASIBLE,22.086,0.076,classical,1,1
q_20260325_142149_results.json,1,3,True,11.0,INFEASIBLE,0.21,11.0,INFEASIBLE,1.195,0.176,classical,1,1
q_20260325_142217_results.json,2,3,True,21.999972,INFEASIBLE,0.479,21.999972,INFEASIBLE,1.85,0.259,classical,1,1
q_20260325_142300_results.json,3,3,True,33.000112,INFEASIBLE,0.753,33.000112,INFEASIBLE,3.053,0.247,classical,1,1
q_20260325_142359_results.json,4,3,True,42.999864,INFEASIBLE,0.952,42.999864,INFEASIBLE,4.621,0.206,classical,1,1
q_20260325_142616_results.json,5,3,True,53.000679,SUCCESS,2.256,53.000679,SUCCESS,14.393,0.157,classical,2,2
q_20260325_142911_results.json,6,3,True,62.999995,INFEASIBLE,5.291,62.999995,INFEASIBLE,70.175,0.075,classical,3,3
q_20260325_143607_results.json,1,3,True,11.0,INFEASIBLE,0.197,11.0,INFEASIBLE,1.367,0.144,classical,1,1
q_20260325_143637_results.json,2,3,True,21.999972,INFEASIBLE,0.478,21.999972,INFEASIBLE,2.329,0.205,classical,1,1
q_20260325_143722_results.json,3,3,True,33.000112,INFEASIBLE,0.78,33.000112,INFEASIBLE,2.934,0.266,classical,1,1
q_20260325_143817_results.json,4,3,True,42.999864,INFEASIBLE,1.099,42.999864,INFEASIBLE,4.422,0.249,classical,1,1
q_20260325_144030_results.json,5,3,True,53.000679,SUCCESS,2.185,53.000679,SUCCESS,15.023,0.145,classical,2,2
q_20260325_144326_results.json,6,3,True,62.999995,INFEASIBLE,5.238,62.999995,INFEASIBLE,64.438,0.081,classical,3,3
q_20260325_140249_results.json,1,4,True,10.889841,INFEASIBLE,0.298,10.889841,INFEASIBLE,1.38,0.216,classical,1,1
q_20260325_140317_results.json,2,4,True,21.779682,INFEASIBLE,0.549,21.779682,INFEASIBLE,1.942,0.283,classical,1,1
q_20260325_140353_results.json,3,4,True,32.66971,INFEASIBLE,0.845,32.66971,INFEASIBLE,2.875,0.294,classical,1,1
