source_file,n_servers,n_vms,require_all_on,classic_objective,classic_status,classic_time_s,quantum_objective,quantum_status,quantum_time_s,speedup_x,best_solver,n_classic_residuals,n_quantum_residuals
q_20260325_144855_results.json,1,1,True,11.000022,SUCCESS,0.102,11.000022,SUCCESS,1.329,0.076,classical,1,1
q_20260325_144925_results.json,2,1,True,22.00001,SUCCESS,0.149,22.00001,SUCCESS,1.599,0.093,classical,1,1
q_20260325_144959_results.json,3,1,True,32.999992,INFEASIBLE,0.215,32.999992,INFEASIBLE,2.074,0.104,classical,1,1
q_20260325_145056_results.json,4,1,True,42.999972,INFEASIBLE,0.309,42.999972,INFEASIBLE,3.72,0.083,classical,1,1
q_20260325_145255_results.json,5,1,True,53.0,INFEASIBLE,0.398,53.0,INFEASIBLE,6.558,0.061,classical,1,1
q_20260325_145434_results.json,6,1,True,63.000012,INFEASIBLE,0.517,63.000012,INFEASIBLE,20.064,0.026,classical,1,1
q_20260325_144859_results.json,1,2,True,11.000027,SUCCESS,0.184,11.000027,SUCCESS,1.592,0.116,classical,1,1
q_20260325_144929_results.json,2,2,True,22.00004,SUCCESS,0.231,22.00004,SUCCESS,1.968,0.117,classical,1,1
q_20260325_145011_results.json,3,2,True,33.000027,INFEASIBLE,1.379,33.000027,INFEASIBLE,7.441,0.185,classical,3,3
q_20260325_145108_results.json,4,2,True,42.999977,INFEASIBLE,1.122,42.999977,INFEASIBLE,8.513,0.132,classical,2,2
q_20260325_145305_results.json,5,2,True,53.0,INFEASIBLE,0.799,53.0,INFEASIBLE,7.219,0.111,classical,1,1
q_20260325_145456_results.json,6,2,True,63.000037,INFEASIBLE,1.241,63.000037,INFEASIBLE,17.292,0.072,classical,1,1
q_20260325_144905_results.json,1,3,True,11.0,INFEASIBLE,0.195,11.0,INFEASIBLE,1.593,0.122,classical,1,1
q_20260325_144934_results.json,2,3,True,21.999972,INFEASIBLE,0.476,21.999972,INFEASIBLE,1.937,0.246,classical,1,1
q_20260325_145018_results.json,3,3,True,33.000112,INFEASIBLE,0.774,33.000112,INFEASIBLE,3.402,0.227,classical,1,1
q_20260325_145116_results.json,4,3,True,42.999864,INFEASIBLE,0.932,42.999864,INFEASIBLE,3.814,0.244,classical,1,1
q_20260325_145325_results.json,5,3,True,53.000679,SUCCESS,2.196,53.000679,SUCCESS,14.668,0.15,classical,2,2
q_20260325_145604_results.json,6,3,True,62.999995,INFEASIBLE,5.244,62.999995,INFEASIBLE,60.24,0.087,classical,3,3
q_20260325_144910_results.json,1,4,True,11.000061,SUCCESS,0.368,11.000061,SUCCESS,1.475,0.25,classical,1,1
q_20260325_144940_results.json,2,4,True,21.999998,INFEASIBLE,0.59,21.999998,INFEASIBLE,2.075,0.284,classical,1,1
q_20260325_145027_results.json,3,4,True,33.000038,INFEASIBLE,1.01,33.000038,INFEASIBLE,2.896,0.349,classical,1,1
q_20260325_145124_results.json,4,4,True,42.999959,INFEASIBLE,1.448,42.999959,INFEASIBLE,4.686,0.309,classical,1,1
q_20260325_145339_results.json,5,4,True,53.001129,INFEASIBLE,2.108,53.001129,INFEASIBLE,8.341,0.253,classical,1,1
q_20260325_145701_results.json,6,4,True,63.000256,INFEASIBLE,5.611,63.000256,INFEASIBLE,47.132,0.119,classical,2,2
q_20260325_144915_results.json,1,5,True,10.999996,INFEASIBLE,0.563,10.999996,INFEASIBLE,1.627,0.346,classical,1,1
q_20260325_144945_results.json,2,5,True,21.999907,INFEASIBLE,0.716,21.999907,INFEASIBLE,2.066,0.346,classical,1,1
q_20260325_145034_results.json,3,5,True,32.999993,INFEASIBLE,1.136,32.999993,INFEASIBLE,3.227,0.352,classical,1,1
q_20260325_145156_results.json,4,5,True,42.999971,INFEASIBLE,7.921,42.999971,INFEASIBLE,20.986,0.377,classical,4,4
q_20260325_145353_results.json,5,5,True,52.999916,INFEASIBLE,2.92,52.999916,INFEASIBLE,8.802,0.332,classical,1,1
q_20260325_145729_results.json,6,5,True,63.000615,INFEASIBLE,3.893,63.000615,INFEASIBLE,21.288,0.183,classical,1,1
q_20260325_144920_results.json,1,6,True,11.000067,SUCCESS,0.64,11.000067,SUCCESS,1.785,0.359,classical,1,1
q_20260325_144954_results.json,2,6,True,22.000512,INFEASIBLE,1.865,22.000512,INFEASIBLE,4.675,0.399,classical,2,2
q_20260325_145049_results.json,3,6,True,32.999964,INFEASIBLE,3.628,32.999964,INFEASIBLE,8.002,0.453,classical,2,2
q_20260325_145244_results.json,4,6,True,43.000981,SUCCESS,14.473,43.000981,SUCCESS,31.018,0.467,classical,5,5
q_20260325_145410_results.json,5,6,True,53.002294,INFEASIBLE,4.149,53.002294,INFEASIBLE,9.938,0.417,classical,1,1
q_20260325_145832_results.json,6,6,True,62.999868,INFEASIBLE,11.254,62.999868,INFEASIBLE,49.013,0.23,classical,2,2
