source_file,n_servers,n_vms,require_all_on,classic_objective,classic_status,classic_time_s,quantum_objective,quantum_status,quantum_time_s,speedup_x,best_solver,n_classic_residuals,n_quantum_residuals
q_20260325_111755_results.json,1,1,True,10.977579,INFEASIBLE,0.088,10.977579,INFEASIBLE,1.216,0.072,classical,1,1
q_20260325_111827_results.json,2,1,True,21.955037,INFEASIBLE,0.151,21.955037,INFEASIBLE,1.892,0.08,classical,1,1
q_20260325_111903_results.json,3,1,True,32.932514,INFEASIBLE,0.281,32.932514,INFEASIBLE,2.304,0.122,classical,1,1
q_20260325_111950_results.json,4,1,True,42.910452,INFEASIBLE,0.333,42.910452,INFEASIBLE,3.694,0.09,classical,1,1
q_20260325_112200_results.json,5,1,True,52.891621,INFEASIBLE,0.464,52.891621,INFEASIBLE,7.779,0.06,classical,1,1
q_20260325_112347_results.json,6,1,True,62.871591,INFEASIBLE,0.497,62.871591,INFEASIBLE,21.491,0.023,classical,1,1
q_20260325_111759_results.json,1,2,True,10.977806,INFEASIBLE,0.124,10.977806,INFEASIBLE,1.236,0.1,classical,1,1
q_20260325_111832_results.json,2,2,True,21.955299,INFEASIBLE,0.331,21.955299,INFEASIBLE,1.821,0.182,classical,1,1
q_20260325_111910_results.json,3,2,True,32.93307,INFEASIBLE,0.398,32.93307,INFEASIBLE,2.825,0.141,classical,1,1
q_20260325_112057_results.json,4,2,True,42.908839,INFEASIBLE,6.954,42.908839,INFEASIBLE,57.855,0.12,classical,13,13
q_20260325_112213_results.json,5,2,True,52.889382,INFEASIBLE,1.002,52.889382,INFEASIBLE,7.984,0.125,classical,1,1
q_20260325_112414_results.json,6,2,True,62.872622,INFEASIBLE,1.177,62.872622,INFEASIBLE,22.621,0.052,classical,1,1
q_20260325_111804_results.json,1,3,True,10.97779,INFEASIBLE,0.263,10.97779,INFEASIBLE,1.455,0.181,classical,1,1
q_20260325_111837_results.json,2,3,True,21.954936,INFEASIBLE,0.417,21.954936,INFEASIBLE,1.904,0.219,classical,1,1
q_20260325_111917_results.json,3,3,True,32.933224,INFEASIBLE,0.729,32.933224,INFEASIBLE,2.646,0.275,classical,1,1
q_20260325_112106_results.json,4,3,True,42.912776,INFEASIBLE,0.886,42.912776,INFEASIBLE,4.227,0.21,classical,1,1
q_20260325_112225_results.json,5,3,True,52.89046,INFEASIBLE,1.285,52.89046,INFEASIBLE,7.158,0.18,classical,1,1
q_20260325_112439_results.json,6,3,True,62.873075,INFEASIBLE,2.081,62.873075,INFEASIBLE,20.029,0.104,classical,1,1
q_20260325_111808_results.json,1,4,True,10.977744,INFEASIBLE,0.338,10.977744,INFEASIBLE,1.666,0.203,classical,1,1
q_20260325_111843_results.json,2,4,True,21.95549,INFEASIBLE,0.603,21.95549,INFEASIBLE,2.314,0.26,classical,1,1
q_20260325_111926_results.json,3,4,True,32.933336,INFEASIBLE,0.863,32.933336,INFEASIBLE,3.392,0.254,classical,1,1
q_20260325_112116_results.json,4,4,True,42.913041,INFEASIBLE,1.214,42.913041,INFEASIBLE,4.947,0.245,classical,1,1
q_20260325_112238_results.json,5,4,True,52.892793,INFEASIBLE,1.912,52.892793,INFEASIBLE,8.356,0.229,classical,1,1
q_20260325_112507_results.json,6,4,True,62.86909,INFEASIBLE,2.003,62.86909,INFEASIBLE,23.212,0.086,classical,1,1
q_20260325_111814_results.json,1,5,True,10.977739,INFEASIBLE,0.443,10.977739,INFEASIBLE,2.219,0.2,classical,1,1
q_20260325_111850_results.json,2,5,True,21.955845,INFEASIBLE,0.734,21.955845,INFEASIBLE,2.294,0.32,classical,1,1
q_20260325_111934_results.json,3,5,True,32.933493,INFEASIBLE,1.263,32.933493,INFEASIBLE,3.389,0.373,classical,1,1
q_20260325_112136_results.json,4,5,True,42.912874,INFEASIBLE,4.591,42.912874,INFEASIBLE,11.954,0.384,classical,2,2
q_20260325_112253_results.json,5,5,True,52.89366,INFEASIBLE,2.592,52.89366,INFEASIBLE,8.609,0.301,classical,1,1
q_20260325_112538_results.json,6,5,True,62.871435,INFEASIBLE,3.623,62.871435,INFEASIBLE,23.705,0.153,classical,1,1
q_20260325_111821_results.json,1,6,True,10.977533,INFEASIBLE,0.746,10.977533,INFEASIBLE,1.982,0.376,classical,1,1
q_20260325_111857_results.json,2,6,True,21.954985,INFEASIBLE,0.95,21.954985,INFEASIBLE,2.399,0.396,classical,1,1
q_20260325_111942_results.json,3,6,True,32.932936,INFEASIBLE,1.535,32.932936,INFEASIBLE,3.509,0.437,classical,1,1
q_20260325_112149_results.json,4,6,True,42.911969,INFEASIBLE,2.61,42.911969,INFEASIBLE,6.159,0.424,classical,1,1
q_20260325_112322_results.json,5,6,True,52.893012,INFEASIBLE,6.733,52.893012,INFEASIBLE,18.821,0.358,classical,2,2
q_20260325_112646_results.json,6,6,True,62.872608,INFEASIBLE,9.871,62.872608,INFEASIBLE,54.551,0.181,classical,2,2
